cnes;Regi?o de Sa?de;Regi?o Administrativa
872911;Sudoeste;Águas Claras
4864425;Sudoeste;Taguatinga
4555791;Sudoeste;Taguatinga
4590023;Sudoeste;Águas Claras
4182162;Sudoeste;Águas Claras
9809872;Sudoeste;Águas Claras
4214153;Sudoeste;Taguatinga
4323947;Sudoeste;Águas Claras
2856530;Sudoeste;Águas Claras
992623;Sudoeste;Taguatinga
2967499;Sudoeste;Taguatinga
6940684;Sudoeste;Taguatinga
4392728;Sudoeste;Águas Claras
4264304;Sudoeste;Águas Claras
4070194;Sudoeste;Águas Claras
4493672;Sudoeste;Vicente Pires
9927204;Sudoeste;Águas Claras
7978642;Central;Lago Sul
7861559;Central;Plano Piloto
3056414;Central;Plano Piloto
9189777;Central;Plano Piloto
9839461;Central;Plano Piloto
7470657;Central;Plano Piloto
7980558;Central;Plano Piloto
4457684;Central;Plano Piloto
7755406;Central;Plano Piloto
219274;Central;Plano Piloto
9599991;Central;Plano Piloto
316954;Central;Plano Piloto
3868168;Central;Plano Piloto
7308558;Central;Plano Piloto
9768912;Central;Plano Piloto
4702018;Central;Lago Sul
3438678;Central;Plano Piloto
6763456;Central;Plano Piloto
4708504;Central;Plano Piloto
9278605;Central;Plano Piloto
3932923;Central;Plano Piloto
5962293;Central;Plano Piloto
3079104;Central;Plano Piloto
4998243;Central;Lago Sul
5517680;Central;Plano Piloto
4702034;Central;Lago Sul
4139577;Central;Plano Piloto
4604296;Central;Plano Piloto
7116136;Central;Plano Piloto
7144172;Central;Plano Piloto
9791337;Central;Plano Piloto
3305791;Central;Plano Piloto
3341674;Central;Plano Piloto
7372388;Central;Sudoeste/Octogonal
4593111;Central;Lago Sul
799084;Central;Plano Piloto
2941236;Central;Cruzeiro
9363750;Central;Plano Piloto
459992;Central;Sudoeste/Octogonal
4419871;Central;Plano Piloto
9527192;Central;Plano Piloto
9842470;Central;Plano Piloto
4500458;Central;Plano Piloto
4853547;Central;Sudoeste/Octogonal
3030040;Central;Plano Piloto
9958533;Central;Plano Piloto
7546343;Central;Sudoeste/Octogonal
7009941;Central;Plano Piloto
6692257;Central;Plano Piloto
7348630;Central;Plano Piloto
5877261;Central;Plano Piloto
9879447;Central;Plano Piloto
3911837;Central;Sudoeste/Octogonal
9468242;Central;Plano Piloto
2972727;Central;Sudoeste/Octogonal
7250509;Central;Plano Piloto
3177548;Central;Plano Piloto
4279247;Central;Plano Piloto
3564541;Central;Plano Piloto
552216;Central;Plano Piloto
718475;Central;Sudoeste/Octogonal
4738810;Central;Plano Piloto
6709346;Central;Plano Piloto
4539206;Central;Lago Sul
6025161;Central;Plano Piloto
9595155;Central;Plano Piloto
7026625;Central;Plano Piloto
3078957;Central;Plano Piloto
3030024;Central;Plano Piloto
152064;Central;Plano Piloto
4329570;Central;Plano Piloto
3908895;Central;Plano Piloto
2919249;Central;Sudoeste/Octogonal
6667090;Central;Plano Piloto
7604505;Central;Plano Piloto
6283799;Central;Plano Piloto
4533860;Central;Plano Piloto
514829;Central;Plano Piloto
3068145;Central;Plano Piloto
992879;Central;Plano Piloto
9486208;Central;Plano Piloto
9257888;Central;Plano Piloto
4690621;Central;Lago Sul
3056279;Central;Plano Piloto
4558715;Central;Plano Piloto
288071;Central;Plano Piloto
3394034;Central;Lago Sul
3400948;Central;Plano Piloto
6567169;Central;Plano Piloto
5411114;Central;Plano Piloto
298301;Central;Plano Piloto
3438600;Central;Plano Piloto
7645929;Central;Plano Piloto
4623967;Central;Plano Piloto
693502;Central;Plano Piloto
6579078;Central;Plano Piloto
64785;Central;Plano Piloto
3500837;Central;Plano Piloto
9312234;Central;Plano Piloto
4650174;Central;Plano Piloto
659509;Central;Plano Piloto
6696511;Central;Plano Piloto
7915152;Central;Sudoeste/Octogonal
4632621;Central;Plano Piloto
5611970;Central;Plano Piloto
3215822;Central;Plano Piloto
3354245;Central;Plano Piloto
3262553;Central;Plano Piloto
9953248;Central;Plano Piloto
9858156;Central;Plano Piloto
4108876;Central;Sudoeste/Octogonal
955752;Central;Plano Piloto
4323688;Central;Plano Piloto
3387518;Central;Plano Piloto
862959;Central;Plano Piloto
60720;Central;Plano Piloto
9471316;Central;Plano Piloto
3103447;Central;Plano Piloto
9823662;Central;Plano Piloto
7984006;Central;Sudoeste/Octogonal
222771;Central;Plano Piloto
9371788;Central;Plano Piloto
4487729;Central;Plano Piloto
9556974;Central;Plano Piloto
2945983;Central;Sudoeste/Octogonal
7057253;Central;Plano Piloto
3932982;Central;Plano Piloto
2866889;Central;Plano Piloto
3177513;Central;Plano Piloto
4391179;Central;Plano Piloto
3216179;Central;Plano Piloto
4211804;Central;Plano Piloto
924857;Oeste;Ceilândia
11037;Oeste;Ceilândia
10987;Oeste;Ceilândia
11215;Oeste;Brazlândia
11053;Oeste;Ceilândia
6926967;Oeste;Ceilândia
11479;Oeste;Ceilândia
7282133;Oeste;Ceilândia
6217257;Oeste;Ceilândia
7990863;Oeste;Ceilândia
7991223;Oeste;Ceilândia
940631;Oeste;Ceilândia
3742865;Oeste;Brazlândia
3027961;Oeste;Ceilândia
4422244;Oeste;Ceilândia
7740603;Oeste;Brazlândia
4635779;Oeste;Ceilândia
2973340;Oeste;Ceilândia
3201228;Oeste;Ceilândia
5319196;Oeste;Ceilândia
9394362;Oeste;Ceilândia
270806;Oeste;Ceilândia
4939867;Oeste;Ceilândia
4293754;Oeste;Ceilândia
708089;Oeste;Ceilândia
9881417;Oeste;Ceilândia
6699421;Oeste;Ceilândia
2919621;Oeste;Ceilândia
4407938;Oeste;Ceilândia
7725264;Oeste;Ceilândia
9397043;Oeste;Ceilândia
4519663;Oeste;Ceilândia
4066324;Oeste;Ceilândia
4257294;Oeste;Ceilândia
4960785;Oeste;Ceilândia
9274987;Oeste;Ceilândia
9864458;Oeste;Ceilândia
69507;Oeste;Ceilândia
3179915;Oeste;Ceilândia
4424743;Oeste;Ceilândia
4232046;Oeste;Ceilândia
4349539;Oeste;Ceilândia
4660226;Oeste;Ceilândia
9696261;Oeste;Ceilândia
2895870;Oeste;Ceilândia
972436;Oeste;Ceilândia
2997002;Oeste;Ceilândia
9977473;Oeste;Ceilândia
10626;Sudoeste;Vicente Pires
7600755;Sudoeste;Taguatinga
2843692;Sudoeste;Águas Claras
3098230;Sudoeste;Taguatinga
9098348;Sudoeste;Águas Claras
9368183;Sudoeste;Águas Claras
7991444;Sudoeste;Taguatinga
3337480;Sudoeste;Taguatinga
797405;Sudoeste;Águas Claras
9241701;Sudoeste;Águas Claras
6285988;Sudoeste;Recanto das Emas
4690419;Sudoeste;Águas Claras
7775628;Sudoeste;Águas Claras
5508460;Sudoeste;Águas Claras
4270991;Sudoeste;Águas Claras
7797419;Sudoeste;Taguatinga
3839788;Sudoeste;Águas Claras
9586822;Sudoeste;Taguatinga
2617838;Sudoeste;Taguatinga
4220595;Sudoeste;Águas Claras
5453992;Sudoeste;Taguatinga
5835828;Sudoeste;Taguatinga
6323995;Sudoeste;Taguatinga
9054030;Sudoeste;Águas Claras
7707754;Sudoeste;Águas Claras
4038002;Sudoeste;Taguatinga
298115;Sudoeste;Águas Claras
1130579;Sudoeste;Águas Claras
4539052;Sudoeste;Águas Claras
4617428;Sudoeste;Taguatinga
7809921;Sudoeste;Samambaia
5488311;Sudoeste;Águas Claras
2966832;Sudoeste;Taguatinga
7022182;Sudoeste;Taguatinga
4017471;Sudoeste;Águas Claras
936669;Sudoeste;Águas Claras
9136193;Sudoeste;Águas Claras
9866507;Sudoeste;Águas Claras
4117662;Sudoeste;Águas Claras
4540050;Sudoeste;Samambaia
4330773;Sudoeste;Águas Claras
4719794;Sudoeste;Taguatinga
9676457;Sudoeste;Águas Claras
9892729;Sudoeste;Águas Claras
9771514;Sudoeste;Águas Claras
4159365;Sudoeste;Vicente Pires
4547675;Sudoeste;Águas Claras
9341307;Sudoeste;Águas Claras
943436;Sudoeste;Águas Claras
4367669;Sudoeste;Águas Claras
4546318;Sudoeste;Águas Claras
4249712;Sudoeste;Águas Claras
9963235;Sudoeste;Taguatinga
6494234;Sudoeste;Águas Claras
6730914;Central;Cruzeiro
3048551;Central;Lago Sul
3044432;Central;Plano Piloto
3056392;Central;Plano Piloto
9047913;Central;Plano Piloto
9153896;Central;Plano Piloto
9580816;Central;Plano Piloto
9276920;Central;Plano Piloto
2779420;Central;Plano Piloto
9155880;Central;Plano Piloto
9064613;Central;Plano Piloto
7379110;Central;Plano Piloto
9029893;Central;Plano Piloto
5687799;Central;Plano Piloto
7773234;Central;Plano Piloto
2616726;Central;Plano Piloto
3494691;Central;Plano Piloto
7335067;Central;Plano Piloto
3452107;Central;Plano Piloto
3084310;Central;Plano Piloto
2935201;Central;Plano Piloto
7942257;Central;Sudoeste/Octogonal
3921816;Central;Plano Piloto
9659781;Central;Plano Piloto
7729405;Central;Plano Piloto
3084116;Central;Plano Piloto
6437133;Central;Plano Piloto
4714792;Central;Sudoeste/Octogonal
4051890;Central;Lago Norte
6547192;Central;Plano Piloto
7790392;Central;Plano Piloto
9212418;Central;Plano Piloto
3086224;Central;Plano Piloto
865729;Central;Plano Piloto
3920275;Central;Plano Piloto
4949560;Central;Plano Piloto
9459286;Central;Plano Piloto
3117693;Central;Plano Piloto
3079252;Central;Plano Piloto
6750087;Central;Plano Piloto
4578333;Central;Plano Piloto
4061152;Central;Plano Piloto
4119185;Central;Plano Piloto
4002830;Central;Plano Piloto
3103110;Central;Plano Piloto
808237;Central;Plano Piloto
9417176;Central;Plano Piloto
9414789;Central;Plano Piloto
9321004;Central;Plano Piloto
5108284;Central;Plano Piloto
958301;Central;Plano Piloto
2830035;Central;Plano Piloto
9226613;Central;Sudoeste/Octogonal
7620535;Central;Plano Piloto
7356099;Central;Plano Piloto
3373428;Central;Plano Piloto
9892508;Central;Plano Piloto
4609719;Central;Plano Piloto
9892737;Central;Sudoeste/Octogonal
9380736;Central;Plano Piloto
3955249;Central;Plano Piloto
9115404;Central;Plano Piloto
4351843;Central;Lago Sul
9504052;Central;Plano Piloto
6474039;Central;Plano Piloto
7669631;Central;Plano Piloto
6763464;Central;Plano Piloto
4932080;Central;Plano Piloto
9895566;Central;Plano Piloto
3077144;Central;Plano Piloto
4043065;Central;Lago Sul
6629415;Central;Plano Piloto
4883225;Central;Plano Piloto
3454908;Central;Plano Piloto
9228772;Central;Plano Piloto
4193393;Central;Plano Piloto
3331474;Central;Plano Piloto
4940865;Central;Plano Piloto
5446929;Central;Plano Piloto
3484394;Central;Plano Piloto
9801219;Central;Plano Piloto
5290945;Central;Plano Piloto
6381243;Central;Plano Piloto
9689176;Central;Lago Sul
9158693;Central;Plano Piloto
4610148;Central;Plano Piloto
4422228;Central;Plano Piloto
5468310;Central;Plano Piloto
3415422;Central;Plano Piloto
9636145;Central;Plano Piloto
874558;Central;Plano Piloto
3288994;Central;Plano Piloto
7029004;Central;Plano Piloto
4578767;Central;Plano Piloto
5704030;Central;Plano Piloto
9806709;Central;Plano Piloto
2930072;Central;Plano Piloto
4524934;Central;Plano Piloto
3575861;Central;Plano Piloto
4301145;Central;Plano Piloto
4547705;Central;Plano Piloto
7493789;Central;Plano Piloto
9193804;Central;Plano Piloto
942014;Central;Plano Piloto
532150;Central;Plano Piloto
4182650;Central;Plano Piloto
3391426;Central;Plano Piloto
483052;Central;Plano Piloto
9049185;Central;Plano Piloto
512052;Central;Sudoeste/Octogonal
838462;Central;Plano Piloto
4139461;Central;Plano Piloto
4253264;Central;Plano Piloto
2910330;Central;Plano Piloto
3530957;Central;Plano Piloto
3056201;Central;Plano Piloto
4325443;Central;Lago Norte
962619;Central;Plano Piloto
6588212;Central;Plano Piloto
6788289;Central;Plano Piloto
9737960;Central;Lago Sul
149128;Central;Plano Piloto
4052900;Central;Plano Piloto
4330315;Central;Plano Piloto
7765916;Centro-Sul;SIA
945595;Centro-Sul;Riacho Fundo II
9190082;Centro-Sul;Guará
11126;Centro-Sul;Núcleo Bandeirante
7526504;Centro-Sul;Riacho Fundo II
3513564;Centro-Sul;SCIA/Estrutural
9255001;Centro-Sul;SIA
995673;Centro-Sul;Riacho Fundo I
7991428;Centro-Sul;Riacho Fundo I
7236778;Centro-Sul;Núcleo Bandeirante
7398611;Centro-Sul;SCIA/Estrutural
9715797;Centro-Sul;Guará
511501;Centro-Sul;Guará
4713583;Centro-Sul;Riacho Fundo I
6959709;Centro-Sul;Riacho Fundo I
4714172;Centro-Sul;Guará
9093753;Centro-Sul;Guará
720836;Centro-Sul;Candangolândia
9567445;Centro-Sul;Guará
659398;Centro-Sul;Guará
3025632;Centro-Sul;Guará
7783604;Centro-Sul;SCIA/Estrutural
219266;Centro-Sul;SIA
9590234;Centro-Sul;Guará
6308872;Centro-Sul;Núcleo Bandeirante
4399560;Centro-Sul;Guará
9090746;Centro-Sul;SIA
646253;Centro-Sul;Guará
6498027;Centro-Sul;Riacho Fundo I
7303157;Centro-Sul;Guará
3778185;Centro-Sul;SIA
4399552;Centro-Sul;Guará
7740697;Centro-Sul;SIA
9481508;Centro-Sul;Guará
9878254;Centro-Sul;Guará
4339258;Centro-Sul;Guará
2643162;Centro-Sul;Guará
3483665;Centro-Sul;Guará
4339061;Centro-Sul;SIA
5485045;Centro-Sul;SIA
4714997;Centro-Sul;Guará
7790880;Centro-Sul;SIA
7982348;Centro-Sul;Guará
9691529;Centro-Sul;Guará
4669312;Centro-Sul;Guará
155918;Centro-Sul;Guará
2860023;Centro-Sul;SIA
3076180;Centro-Sul;Guará
4580834;Centro-Sul;Park Way
4481496;Centro-Sul;Guará
4540107;Centro-Sul;Candangolândia
4338820;Centro-Sul;Guará
6217761;Centro-Sul;Guará
9144552;Centro-Sul;SIA
9769579;Centro-Sul;Guará
9938265;Centro-Sul;Núcleo Bandeirante
157694;Centro-Sul;Núcleo Bandeirante
612529;Centro-Sul;Riacho Fundo II
992542;Centro-Sul;Guará
2977168;Centro-Sul;Guará
3799123;Centro-Sul;SCIA/Estrutural
4106016;Centro-Sul;Candangolândia
49867;Sudoeste;Águas Claras
10952;Sudoeste;Vicente Pires
7114397;Sudoeste;Samambaia
7663382;Sudoeste;Águas Claras
9340998;Sudoeste;Águas Claras
9326650;Sudoeste;Taguatinga
5242517;Sudoeste;Taguatinga
7614365;Sudoeste;Águas Claras
5009251;Sudoeste;Taguatinga
9129359;Sudoeste;Taguatinga
7807082;Sudoeste;Samambaia
4715233;Sudoeste;Vicente Pires
6760635;Sudoeste;Taguatinga
3281302;Sudoeste;Taguatinga
4042441;Sudoeste;Águas Claras
7579721;Sudoeste;Águas Claras
4318552;Sudoeste;Águas Claras
4841239;Sudoeste;Recanto das Emas
4586263;Sudoeste;Taguatinga
2922711;Sudoeste;Vicente Pires
310743;Sudoeste;Vicente Pires
3073920;Sudoeste;Taguatinga
4546784;Sudoeste;Águas Claras
9122303;Sudoeste;Águas Claras
9718966;Sudoeste;Taguatinga
9128417;Sudoeste;Taguatinga
3222993;Sudoeste;Taguatinga
4510348;Sudoeste;Águas Claras
3100219;Sudoeste;Águas Claras
7425600;Sudoeste;Águas Claras
9027068;Sudoeste;Taguatinga
998583;Sudoeste;Taguatinga
9552413;Sudoeste;Águas Claras
4305949;Sudoeste;Samambaia
924326;Sudoeste;Taguatinga
9968016;Sudoeste;Águas Claras
4879023;Sudoeste;Águas Claras
5341892;Sudoeste;Taguatinga
4186966;Sudoeste;Taguatinga
4727452;Sudoeste;Taguatinga
4762843;Sudoeste;Águas Claras
3778177;Sudoeste;Águas Claras
6283519;Sudoeste;Taguatinga
9717781;Sudoeste;Águas Claras
5151066;Sudoeste;Taguatinga
9625445;Sudoeste;Taguatinga
4636899;Sudoeste;Vicente Pires
4091183;Sudoeste;Taguatinga
4609816;Sudoeste;Vicente Pires
4084543;Sudoeste;Samambaia
4966597;Sudoeste;Vicente Pires
3048152;Sudoeste;Taguatinga
489379;Sudoeste;Taguatinga
4037804;Sudoeste;Taguatinga
5424607;Sudoeste;Águas Claras
2972689;Sudoeste;Águas Claras
3955559;Sudoeste;Taguatinga
4460448;Sudoeste;Águas Claras
9609741;Sudoeste;Águas Claras
9047514;Sudoeste;Águas Claras
4484169;Sudoeste;Taguatinga
4312414;Sudoeste;Águas Claras
9169601;Sudoeste;Águas Claras
4548655;Sudoeste;Águas Claras
10464;Central;Plano Piloto
4940504;Central;Plano Piloto
5135028;Central;Plano Piloto
2973308;Central;Plano Piloto
7116330;Central;Plano Piloto
9007830;Central;Plano Piloto
3364216;Central;Plano Piloto
4632729;Central;Plano Piloto
4710959;Central;Plano Piloto
6654347;Central;Plano Piloto
7121849;Central;Plano Piloto
982717;Central;Plano Piloto
4263189;Central;Plano Piloto
4063333;Central;Plano Piloto
7951698;Central;Plano Piloto
4088549;Central;Plano Piloto
4610482;Central;Sudoeste/Octogonal
4151291;Central;Plano Piloto
3449114;Central;Plano Piloto
3387437;Central;Plano Piloto
3103080;Central;Plano Piloto
4643038;Central;Plano Piloto
3056198;Central;Plano Piloto
3089754;Central;Plano Piloto
958220;Central;Plano Piloto
5551196;Central;Cruzeiro
3203999;Central;Plano Piloto
3806472;Central;Plano Piloto
154717;Central;Sudoeste/Octogonal
4134362;Central;Plano Piloto
6798748;Central;Plano Piloto
4589262;Central;Sudoeste/Octogonal
9265406;Central;Plano Piloto
9728473;Central;Lago Norte
4596900;Central;Sudoeste/Octogonal
4836154;Central;Plano Piloto
2895668;Central;Plano Piloto
9678832;Central;Plano Piloto
6381278;Central;Plano Piloto
5424623;Central;Plano Piloto
4102401;Central;Plano Piloto
4878752;Central;Plano Piloto
3062244;Central;Plano Piloto
3115380;Central;Plano Piloto
4537157;Central;Plano Piloto
9841067;Central;Plano Piloto
7951124;Central;Plano Piloto
3973093;Central;Plano Piloto
4671414;Central;Plano Piloto
4646606;Central;Plano Piloto
2834235;Central;Plano Piloto
3177726;Central;Plano Piloto
9338012;Central;Plano Piloto
4343638;Central;Sudoeste/Octogonal
9297391;Central;Plano Piloto
5510686;Central;Plano Piloto
5108314;Central;Plano Piloto
767875;Central;Plano Piloto
7287925;Central;Plano Piloto
4610571;Central;Plano Piloto
9767754;Central;Plano Piloto
955973;Central;Sudoeste/Octogonal
4475259;Central;Plano Piloto
6752446;Central;Plano Piloto
2935171;Central;Plano Piloto
9386890;Central;Plano Piloto
2973316;Central;Plano Piloto
7948824;Central;Plano Piloto
6372481;Central;Plano Piloto
4664701;Central;Sudoeste/Octogonal
4643283;Central;Plano Piloto
6804608;Central;Plano Piloto
4193466;Central;Plano Piloto
2915545;Central;Plano Piloto
4992393;Central;Plano Piloto
9639608;Central;Plano Piloto
3460908;Central;Lago Sul
9869522;Central;Lago Norte
653616;Central;Plano Piloto
7559763;Sudoeste;Águas Claras
4070038;Sudoeste;Águas Claras
3081028;Sudoeste;Taguatinga
9156372;Sudoeste;Recanto das Emas
5485444;Sudoeste;Taguatinga
1128485;Sudoeste;Águas Claras
4667700;Sudoeste;Águas Claras
4409450;Sudoeste;Vicente Pires
9701397;Sudoeste;Taguatinga
4747046;Sudoeste;Taguatinga
7796757;Sudoeste;Águas Claras
9598251;Sudoeste;Águas Claras
2642778;Sudoeste;Taguatinga
797138;Sudoeste;Vicente Pires
472794;Sudoeste;Samambaia
4410882;Sudoeste;Vicente Pires
4108868;Sudoeste;Taguatinga
979155;Sudoeste;Taguatinga
4663055;Sudoeste;Águas Claras
802042;Sudoeste;Taguatinga
9097880;Sudoeste;Águas Claras
4615115;Sudoeste;Taguatinga
719439;Sudoeste;Taguatinga
4512715;Sudoeste;Águas Claras
9961283;Sudoeste;Águas Claras
4512251;Sudoeste;Águas Claras
4483081;Sudoeste;Taguatinga
4219643;Sudoeste;Águas Claras
4325109;Sudoeste;Taguatinga
9775870;Sudoeste;Águas Claras
2993686;Sudoeste;Taguatinga
4214439;Sudoeste;Águas Claras
901105;Sudoeste;Águas Claras
4289307;Sudoeste;Águas Claras
4091787;Sudoeste;Taguatinga
3222853;Sudoeste;Taguatinga
4276965;Sudoeste;Taguatinga
4258703;Sudoeste;Águas Claras
5478693;Sudoeste;Samambaia
4068947;Sudoeste;Recanto das Emas
10472;Sul;Gama
2815966;Central;Plano Piloto
9690476;Central;Plano Piloto
2941023;Central;Plano Piloto
9411313;Central;Sudoeste/Octogonal
5858372;Central;Lago Sul
9010270;Central;Plano Piloto
6950736;Central;Plano Piloto
9136010;Central;Plano Piloto
9818707;Central;Plano Piloto
3084108;Central;Plano Piloto
4628055;Central;Sudoeste/Octogonal
3289028;Central;Plano Piloto
7826435;Central;Plano Piloto
9662421;Central;Plano Piloto
4763858;Central;Plano Piloto
9700153;Central;Plano Piloto
5456770;Central;Plano Piloto
9845011;Central;Plano Piloto
6604501;Central;Lago Sul
966738;Central;Plano Piloto
4592719;Central;Plano Piloto
912883;Central;Plano Piloto
7561504;Central;Plano Piloto
3417441;Central;Plano Piloto
3216454;Central;Plano Piloto
5703042;Central;Plano Piloto
4704126;Central;Plano Piloto
3408248;Central;Plano Piloto
7423705;Central;Plano Piloto
4004612;Central;Plano Piloto
4703758;Central;Plano Piloto
245895;Central;Sudoeste/Octogonal
9460497;Central;Plano Piloto
3047563;Central;Lago Norte
9460128;Central;Plano Piloto
6031943;Central;Plano Piloto
4928504;Central;Plano Piloto
4115538;Central;Plano Piloto
4404505;Central;Plano Piloto
9799826;Central;Plano Piloto
9317848;Central;Plano Piloto
6300359;Central;Sudoeste/Octogonal
3079953;Central;Plano Piloto
969478;Central;Plano Piloto
9916237;Central;Sudoeste/Octogonal
9072268;Central;Plano Piloto
3083608;Central;Plano Piloto
3273881;Central;Plano Piloto
4583485;Central;Sudoeste/Octogonal
4139151;Central;Sudoeste/Octogonal
7244630;Central;Plano Piloto
7263414;Central;Plano Piloto
4876970;Central;Plano Piloto
4067134;Central;Plano Piloto
4263138;Central;Plano Piloto
3256804;Central;Plano Piloto
3115127;Central;Plano Piloto
4102932;Central;Plano Piloto
4449665;Central;Sudoeste/Octogonal
9400788;Central;Plano Piloto
4375440;Central;Plano Piloto
9638687;Central;Plano Piloto
886254;Central;Plano Piloto
4662067;Central;Plano Piloto
4440412;Central;Plano Piloto
6730639;Central;Plano Piloto
4962990;Central;Plano Piloto
6662048;Central;Sudoeste/Octogonal
4613465;Central;Plano Piloto
4595793;Central;Sudoeste/Octogonal
219541;Central;Plano Piloto
9990348;Central;Plano Piloto
5437407;Central;Plano Piloto
3212890;Central;Plano Piloto
4613767;Central;Plano Piloto
4540204;Central;Sudoeste/Octogonal
7547579;Central;Plano Piloto
3106446;Central;Plano Piloto
3102874;Central;Plano Piloto
6750257;Central;Plano Piloto
3955257;Central;Plano Piloto
4444876;Central;Plano Piloto
2888343;Central;Plano Piloto
776114;Central;Plano Piloto
3578380;Central;Plano Piloto
4082338;Central;Plano Piloto
9528156;Central;Plano Piloto
4128354;Central;Plano Piloto
3535479;Central;Plano Piloto
6283764;Central;Plano Piloto
9988351;Central;Plano Piloto
9212388;Central;Plano Piloto
2875640;Central;Plano Piloto
9834729;Central;Plano Piloto
3217302;Central;Plano Piloto
7111924;Centro-Sul;Núcleo Bandeirante
9307524;Centro-Sul;Riacho Fundo I
2779374;Centro-Sul;Guará
5038669;Centro-Sul;Riacho Fundo II
11274;Centro-Sul;Guará
9620311;Centro-Sul;Guará
284548;Centro-Sul;Guará
7852576;Centro-Sul;SIA
9548858;Centro-Sul;Núcleo Bandeirante
303755;Centro-Sul;SIA
7942524;Centro-Sul;SIA
7382243;Centro-Sul;Guará
4424700;Centro-Sul;Guará
11681;Centro-Sul;Núcleo Bandeirante
6256015;Centro-Sul;Guará
6824722;Centro-Sul;SIA
9569693;Centro-Sul;Guará
2860791;Centro-Sul;SIA
7895879;Centro-Sul;SIA
4886305;Centro-Sul;Núcleo Bandeirante
3921883;Centro-Sul;Guará
3027732;Centro-Sul;Guará
4140125;Centro-Sul;Guará
659274;Centro-Sul;Núcleo Bandeirante
4278372;Centro-Sul;Guará
9672982;Centro-Sul;Guará
4650840;Centro-Sul;Guará
4294092;Centro-Sul;Guará
9339698;Centro-Sul;SIA
7094698;Centro-Sul;SIA
3236668;Centro-Sul;Guará
7153384;Centro-Sul;Guará
6657648;Centro-Sul;Guará
9477845;Centro-Sul;Riacho Fundo I
9555331;Centro-Sul;Guará
4547586;Centro-Sul;Riacho Fundo I
61387;Centro-Sul;Guará
2834367;Centro-Sul;Núcleo Bandeirante
3525317;Centro-Sul;Guará
3233545;Centro-Sul;Guará
5281016;Centro-Sul;Guará
6358667;Centro-Sul;Guará
9148965;Centro-Sul;Guará
4668642;Centro-Sul;Candangolândia
9539670;Centro-Sul;Guará
200131;Centro-Sul;Guará
3650154;Centro-Sul;SIA
4283856;Centro-Sul;Guará
4575628;Centro-Sul;Riacho Fundo II
4415701;Centro-Sul;Park Way
4526686;Centro-Sul;Riacho Fundo II
4325435;Centro-Sul;Núcleo Bandeirante
9921079;Centro-Sul;Guará
9326006;Centro-Sul;Guará
9819509;Centro-Sul;Núcleo Bandeirante
4259939;Centro-Sul;Guará
193372;Centro-Sul;Guará
804223;Centro-Sul;Riacho Fundo I
2854171;Centro-Sul;SIA
3211878;Centro-Sul;Riacho Fundo I
3836479;Centro-Sul;Guará
9963243;Centro-Sul;Guará
3253201;Sudoeste;Águas Claras
9006192;Sudoeste;Taguatinga
2993651;Sudoeste;Águas Claras
9908498;Sudoeste;Taguatinga
9114580;Sudoeste;Águas Claras
7856881;Sudoeste;Recanto das Emas
4678885;Sudoeste;Águas Claras
7771800;Sudoeste;Vicente Pires
3274136;Sudoeste;Taguatinga
4339274;Sudoeste;Taguatinga
3515419;Sudoeste;Águas Claras
6304869;Sudoeste;Águas Claras
4689429;Sudoeste;Águas Claras
9727388;Sudoeste;Águas Claras
255319;Sudoeste;Águas Claras
3499928;Sudoeste;Águas Claras
5052521;Sudoeste;Águas Claras
4305574;Sudoeste;Águas Claras
9342575;Sudoeste;Taguatinga
4290542;Sudoeste;Águas Claras
4352130;Sudoeste;Águas Claras
770205;Sudoeste;Águas Claras
4376862;Sudoeste;Águas Claras
3062899;Sudoeste;Vicente Pires
4376765;Sudoeste;Águas Claras
4010663;Sudoeste;Taguatinga
4237676;Sudoeste;Águas Claras
79871;Sudoeste;Águas Claras
2915049;Sudoeste;Águas Claras
2892626;Sudoeste;Taguatinga
4129717;Sudoeste;Samambaia
4480244;Sudoeste;Águas Claras
10537;Central;Plano Piloto
5128757;Central;Plano Piloto
3027740;Central;Plano Piloto
11320;Central;Plano Piloto
874523;Central;Plano Piloto
3530973;Central;Plano Piloto
2993619;Central;Plano Piloto
9454071;Central;Plano Piloto
9072934;Central;Plano Piloto
9307419;Central;Plano Piloto
3415465;Central;Plano Piloto
4917391;Central;Plano Piloto
3027708;Central;Plano Piloto
972118;Central;Plano Piloto
7269455;Central;Plano Piloto
3373320;Central;Plano Piloto
9816860;Central;Lago Sul
9897836;Central;Plano Piloto
4433785;Central;Sudoeste/Octogonal
606545;Central;Plano Piloto
9629912;Central;Plano Piloto
7467931;Central;Plano Piloto
6291147;Central;Plano Piloto
7087837;Central;Lago Sul
9767614;Central;Plano Piloto
3217191;Central;Plano Piloto
3479234;Central;Plano Piloto
9534806;Central;Plano Piloto
3033880;Central;Plano Piloto
5714710;Central;Plano Piloto
7998031;Central;Plano Piloto
6798365;Central;Plano Piloto
9476512;Central;Plano Piloto
4372069;Central;Lago Norte
5735084;Central;Plano Piloto
3364224;Central;Plano Piloto
3101487;Central;Plano Piloto
9393374;Central;Plano Piloto
3799107;Central;Plano Piloto
3681920;Central;Plano Piloto
9118314;Central;Plano Piloto
6437141;Central;Plano Piloto
3435717;Central;Plano Piloto
9579214;Central;Lago Sul
9756566;Central;Plano Piloto
6651879;Central;Plano Piloto
3879453;Central;Plano Piloto
6572693;Central;Plano Piloto
